project,pull_number,actor,project_age_month,no_commits,PR_size(SLOC),no_changed_files,time_to_merge_h,is_gpt
TykTechnologies_tyk-docs,4258,dcs3spp,84,3,171,3,0.63,1
TykTechnologies_tyk-docs,4273,dcs3spp,84,1,2,1,797.098,1
TykTechnologies_tyk-docs,4274,dcs3spp,84,3,165,3,794.231,1
TykTechnologies_tyk-docs,4195,dcs3spp,84,17,1459,41,72.724,1
TykTechnologies_tyk-docs,4193,dcs3spp,84,13,2915,79,717.392,1
TykTechnologies_tyk-docs,4192,dcs3spp,84,2,179,4,4.053,1
TykTechnologies_tyk,5977,jeffy-mathew,116,1,13,4,25.647,1
TykTechnologies_tyk,5975,lghiur,116,1,8,1,73.055,1
TykTechnologies_tyk,5974,furkansenharputlu,116,1,18,4,18.5,1
TykTechnologies_tyk,5973,furkansenharputlu,116,1,6,2,9.647,1
TykTechnologies_tyk,5972,furkansenharputlu,116,1,22,1,18.245,1
TykTechnologies_tyk-docs,4150,dcs3spp,83,6,145,14,193.018,1
TykTechnologies_tyk-docs,4151,dcs3spp,83,1,34,1,481.555,1
TykTechnologies_tyk-docs,4157,dcs3spp,83,1,9,2,0.048,1
TykTechnologies_tyk-docs,4163,dcs3spp,84,1,13,2,97.402,1
TykTechnologies_tyk-docs,4166,dcs3spp,84,5,49,5,40.207,1
TykTechnologies_tyk-docs,4167,dcs3spp,84,8,199,10,184.807,1
TykTechnologies_tyk-docs,4176,dcs3spp,84,6,1694,8,549.668,1
TykTechnologies_tyk-docs,4177,dcs3spp,84,11,803,30,695.64,1
TykTechnologies_tyk-docs,4179,keithwachira,84,2,3,2,1.824,1
TykTechnologies_tyk-docs,4184,keithwachira,84,3,99,15,139.35,1
TykTechnologies_tyk-docs,4186,dcs3spp,84,35,1837,72,777.98,1
TykTechnologies_tyk-docs,4187,dcs3spp,84,17,539,38,138.644,1
TykTechnologies_tyk-docs,4188,dcs3spp,84,1,2362,3,414.107,1
TykTechnologies_tyk-docs,4160,dcs3spp,84,1,2,1,120.547,1
TykTechnologies_tyk,6008,jeffy-mathew,116,1,9,1,0.778,1
TykTechnologies_tyk,6009,pvormste,116,2,23,4,2.54,1
TykTechnologies_tyk,6043,buraksezer,117,1,75,2,0.998,1
TykTechnologies_tyk,6041,buger,117,7,207,8,16.003,1
TykTechnologies_tyk,6040,jeffy-mathew,117,1,119,2,85.006,1
TykTechnologies_tyk,6039,buraksezer,117,1,6,2,0.39,1
TykTechnologies_tyk,6038,jeffy-mathew,117,1,2,1,0.4,1
TykTechnologies_tyk,6036,furkansenharputlu,117,1,8,2,6.339,1
TykTechnologies_tyk,6035,letzya,117,2,55,2,1176.052,1
TykTechnologies_tyk,6034,andrei-tyk,116,2,61,2,0.751,1
TykTechnologies_tyk,6032,letzya,116,3,20,3,193.885,1
TykTechnologies_tyk,6031,jeffy-mathew,116,2,6,2,2.457,1
TykTechnologies_tyk,6030,jeffy-mathew,116,1,2,1,3.574,1
TykTechnologies_tyk,6028,lghiur,116,4,422,8,69.874,1
TykTechnologies_tyk,6026,tbuchaillot,116,1,6,2,1.269,1
TykTechnologies_tyk,6025,jeffy-mathew,116,1,3,1,2.298,1
TykTechnologies_tyk,6078,mativm02,117,2,60,11,47.794,1
TykTechnologies_tyk,6079,titpetric,117,12,149,24,2.555,1
TykTechnologies_tyk,6081,buger,117,1,149,9,0.001,1
TykTechnologies_tyk,6082,buger,117,1,8,2,0.001,1
TykTechnologies_tyk,6083,mativm02,117,1,8,2,0.059,1
TykTechnologies_tyk,6086,lghiur,117,2,50,6,118.728,1
TykTechnologies_tyk,6087,kofoworola,117,1,25,4,66.785,1
TykTechnologies_tyk,6088,kofoworola,117,5,157,15,77.924,1
TykTechnologies_tyk,6044,buger,117,1,75,2,0,1
TykTechnologies_tyk,6092,buger,117,1,4,2,0,1
TykTechnologies_tyk,6045,buger,117,1,75,2,0.001,1
TykTechnologies_tyk,6049,buger,117,1,2,1,0,1
TykTechnologies_tyk,6076,buger,117,1,40,5,0.001,1
TykTechnologies_tyk,6075,buger,117,1,40,5,0.001,1
TykTechnologies_tyk,6073,titpetric,117,2,40,6,13.527,1
TykTechnologies_tyk,6072,kofoworola,117,1,4,2,90.955,1
TykTechnologies_tyk,6068,mativm02,117,3,45,8,73.674,1
TykTechnologies_tyk,6067,buger,117,1,42,2,0.001,1
TykTechnologies_tyk,6066,jeffy-mathew,117,1,42,2,0.011,1
TykTechnologies_tyk,6065,buger,117,1,5,2,0.001,1
TykTechnologies_tyk,6064,buger,117,1,5,2,0.001,1
TykTechnologies_tyk,6063,jeffy-mathew,117,1,5,2,13.494,1
TykTechnologies_tyk,6062,jeffy-mathew,117,1,42,2,21.442,1
TykTechnologies_tyk,6061,buger,117,1,64,2,0.001,1
TykTechnologies_tyk,6060,buger,117,1,64,2,0.001,1
TykTechnologies_tyk,6059,jeffy-mathew,117,1,64,2,0.423,1
TykTechnologies_tyk,6058,buger,117,1,46,2,0.001,1
TykTechnologies_tyk,6057,buger,117,1,46,2,0.001,1
TykTechnologies_tyk,6055,buger,117,1,6,2,0,1
TykTechnologies_tyk,6054,buraksezer,117,1,6,2,0.399,1
TykTechnologies_tyk,6053,buraksezer,117,2,12,4,1.094,1
TykTechnologies_tyk,6052,letzya,117,1,20,1,17.867,1
TykTechnologies_tyk,6050,buger,117,1,2,1,0,1
TykTechnologies_tyk,6046,jeffy-mathew,117,1,2,1,0.816,1
TykTechnologies_tyk,6093,mativm02,117,1,58,3,23.414,1
TykTechnologies_tyk,6129,kofoworola,118,1,93,7,67.41,1
TykTechnologies_tyk,6130,alephnull,118,1,581,14,66.691,1
TykTechnologies_tyk,6133,jeffy-mathew,118,2,131,5,63.654,1
TykTechnologies_tyk,6138,jeffy-mathew,118,3,51,13,26.097,1
TykTechnologies_tyk,6142,buger,118,1,142,12,0.001,1
TykTechnologies_tyk,6143,jeffy-mathew,118,1,123,4,0.439,1
TykTechnologies_tyk,6144,buger,118,1,123,4,0.001,1
TykTechnologies_tyk,6152,titpetric,118,5,50,11,0.9,1
TykTechnologies_tyk,6157,buger,118,1,40,8,0.001,1
TykTechnologies_tyk,6165,lghiur,118,9,271,12,477.765,1
TykTechnologies_tyk,6166,kofoworola,118,6,150,11,37.993,1
TykTechnologies_tyk,6017,furkansenharputlu,116,1,4,2,0.383,1
TykTechnologies_tyk,6173,buger,118,1,138,7,0.001,1
TykTechnologies_tyk,6174,kofoworola,118,2,2310,7,2.515,1
TykTechnologies_tyk,6178,buger,118,1,100,3,0,1
TykTechnologies_tyk,6180,titpetric,118,7,632,15,72.26,1
TykTechnologies_tyk,6128,andrei-tyk,118,1,13,2,1.403,1
TykTechnologies_tyk,6127,buger,118,1,13,2,0.001,1
TykTechnologies_tyk,6122,buger,118,1,172,5,0.001,1
TykTechnologies_tyk,6096,sredxny,117,9,180,11,65.756,1
TykTechnologies_tyk,6097,jeffy-mathew,117,13,773,19,49.13,1
TykTechnologies_tyk,6098,jeffy-mathew,117,7,237,9,42.519,1
TykTechnologies_tyk,6100,titpetric,117,1,32,2,27.102,1
TykTechnologies_tyk,6101,buger,117,1,44,5,0.001,1
TykTechnologies_tyk,6102,buger,117,1,44,5,0.001,1
TykTechnologies_tyk,6103,sredxny,117,1,40,1,0.972,1
TykTechnologies_tyk,6104,buger,117,1,40,1,0.226,1
TykTechnologies_tyk,6105,buger,117,1,40,1,0.001,1
TykTechnologies_tyk,6106,sredxny,117,1,40,1,0.208,1
TykTechnologies_tyk-docs,4275,keithwachira,84,1,8,1,0.264,1
TykTechnologies_tyk,6109,buger,117,1,32,2,0,1
TykTechnologies_tyk,6111,buger,117,1,25,4,0.001,1
TykTechnologies_tyk,6112,buraksezer,117,1,6,2,2.552,1
TykTechnologies_tyk,6113,jeffy-mathew,117,1,177,4,0.194,1
TykTechnologies_tyk,6114,buger,117,1,177,4,0,1
TykTechnologies_tyk,6115,buger,117,1,429,4,0.001,1
TykTechnologies_tyk,6022,andrei-tyk,116,1,6,2,70.76,1
TykTechnologies_tyk,6021,lghiur,116,2,6,2,0.43,1
TykTechnologies_tyk,6116,buger,117,1,429,4,0,1
TykTechnologies_tyk,6118,buger,117,1,6,2,0,1
TykTechnologies_tyk,6120,andrei-tyk,118,5,73,5,18.387,1
TykTechnologies_tyk,6121,sredxny,118,1,172,5,0.607,1
TykTechnologies_tyk,6110,buger,117,1,32,2,0.001,1
TykTechnologies_tyk-docs,4276,keithwachira,84,1,2,1,0.04,1
TykTechnologies_tyk,6155,buger,118,1,40,2,0.001,1
TykTechnologies_tyk-docs,4282,dcs3spp,84,1,13,1,432.474,1
TykTechnologies_tyk-docs,4320,dcs3spp,85,4,22,4,332.477,1
TykTechnologies_tyk-docs,4319,dcs3spp,85,5,117,5,293.912,1
TykTechnologies_tyk-docs,4318,dcs3spp,85,2,276,8,0.755,1
TykTechnologies_tyk-docs,4312,dcs3spp,85,2,17,2,0.55,1
TykTechnologies_tyk-docs,4303,dcs3spp,84,1,9,1,20.125,1
TykTechnologies_tyk-docs,4281,dcs3spp,84,2,11,2,431.442,1
TykTechnologies_tyk-docs,4288,dcs3spp,84,8,788,16,382.899,1
TykTechnologies_tyk-docs,4284,keithwachira,84,5,531,6,24.857,1
TykTechnologies_tyk-docs,4283,dcs3spp,84,1,4,1,433.627,1
TykTechnologies_tyk-docs,4300,dcs3spp,84,1,5,1,26.591,1
V4Fire_Client,1095,kobezzza,78,34,1181,101,997.216,0
V4Fire_Client,1130,kobezzza,79,13,632,45,576.675,0
V4Fire_Client,1158,itmaga,79,11,756,48,138.165,0
V4Fire_Client,1193,kobezzza,80,15,470,37,414.585,0
V4Fire_Client,896,bonkalol,71,159,40099,940,5684.373,0
V4Fire_Client,900,kobezzza,71,19,1647,32,163.775,0
VFrontDe-Org_ESXi-Customizer-PS,50,vfrontde,52,1,115,2,37.643,0
WOONGEYA_JJoing-Frontend,6,sebanimm,3,21,38129,64,175.194,0
WeOps-Lab_OpsPilot,30,etherfurnace,4,1,683,3,2922.041,0
WeOps-Lab_OpsPilot,8,etherfurnace,1,3,559,10,3.502,0
WeOps-Lab_OpsPilot,20,etherfurnace,1,1,56,2,3.447,0
WeOps-Lab_OpsPilot,10,etherfurnace,1,1,11,1,15.6,0
WeOps-Lab_OpsPilot,21,etherfurnace,1,1,1,1,0.121,0
Wikia_app,3236,bognix,19,2,21,2,96.166,0
Wikia_app,3435,bognix,19,1,6,1,65.949,0
Wikia_app,3582,piotrgackowski,20,3,494,16,72.12,0
Wikia_app,5017,gabrys,25,1,9,1,0.111,0
Wikia_app,5018,gabrys,25,1,9,1,0.166,0
Wikia_app,524,bognix,6,2,51,2,135.087,0
Wikia_app,5441,gabrys,27,1,9,1,0.339,0
Wikia_app,6285,drets,29,1,8,1,0.875,0
Wikia_app,6523,piotrgackowski,30,8,676,14,45.691,0
Wikia_app,6786,tomasznapieralski,31,13,96,16,171.062,0
Wikia_app,8454,drets,36,10,589,14,46.076,0
Wikia_app,859,nefretete,9,1,9,2,319.713,0
Wikia_selenium-tests,309,piotrgackowski,23,1,90,4,121.56,0
Wikia_app,17786,loczi94,90,6,33,10,4.673,0
Wikia_app,5316,gabrys,26,1,1,1,0.004,0
Wikia_app,16466,emadry,75,2,28,4,25.798,0
Wikia_ad-engine,428,emadry,36,4,15,7,28.97,0
Wikia_app,15180,bulaszenko,67,1,5,1,21.385,0
Wikia_ad-engine,1214,soniackozubek,66,46,84801,864,337.658,0
Wikia_ad-engine,1755,nandy-andy,79,6,185,15,18.966,0
Wikia_ad-engine,1910,kwfandom,82,9,539,27,309.469,0
Wikia_ad-engine,2160,mfarul,87,1,12,2,3.338,0
Wikia_ad-engine,2170,mfarul,87,2,12,2,13.702,0
Wikia_ad-engine,2202,soniackozubek,87,1,20,5,23.545,0
Wikia_app,15287,bulaszenko,68,2,91,9,23.101,0
Wikia_ad-engine,2224,soniackozubek,88,1,20,5,52.173,0
Wikia_selenium-tests,590,drets,29,1,73,7,0.097,0
Wikia_app,10018,nandy-andy,42,3,197,13,96.811,0
Wikia_app,12958,bulaszenko,56,3,91,6,26.17,0
Wikia_app,13989,nandy-andy,61,1,37,2,55.12,0
Wikia_app,14324,nandy-andy,63,3,25,3,90.438,0
Wikia_app,14376,hakubo,63,2,13,2,67.856,0
Wikia_ad-engine,245,emadry,29,2,16,2,24.931,0
Wikia_selenium-tests,693,gabrys,32,2,6,3,68.848,0
Wikia_app,5771,drets,27,1,106,2,428.721,0
Wikia_app,767,bognix,8,1,22,4,48.979,0
Wikia_selenium-tests,983,nandy-andy,38,2,4,2,3.536,0
Wizleap-Inc_wiz-ui,490,ichi-h,7,2,474,10,146.05,0
Workable_g3,25,ikarachristos,0,3,1049,14,17.926,1
XTLS_Xray-docs-next,482,rprx,35,2,54,6,1.243,0
YAPP-Github_onboard-server,79,seung-00,2,44,1450,85,137.985,0
YAPP-Github_onboard-aos,82,eunjjungg,2,56,7688,384,120.187,1
YAPP-Github_onboard-aos,1,ckrudals,0,4,379,10,73.993,0
YARC-Official_YARG,492,eliteasian123,6,1,67,1,17.054,1
YatSenOS_YatSenOS-Tutorial-Volume-2,5,gztimewalker,0,5,354,8,4.773,0
ZLMediaKit_ZLToolKit,227,xia-chu,92,4,358,6,46.089,0
Zero6992_chatGPT-discord-bot,83,zero6992,0,3,14,4,3.021,1
aallam_openai-kotlin,332,aallam,37,1,4,1,9.617,1
adrianliechti_devkit,11,adrianliechti,6,1,81,2,135.174,1
adventurerscodex_adventurerscodex,2193,sonictherocketman,101,7,753,13,536.864,0
ai-collection_ai-collection,86,kerbelp,3,1,1,1,9.629,1
airbytehq_airbyte,26643,cgardens,33,7,555,14,13.379,1
akash-network_node,1506,troian,52,1,11421,23,944.752,0
alexrudall_ruby-openai,234,alexrudall,31,52,102508,522,574.401,0
algorand_go-algorand-sdk,534,algochoi,51,5,130,11,24.155,1
alibaba_libgrape-lite,134,sighingnow,29,1,40,4,3512.308,1
allegro_allms,21,alicja-raczkowska,1,4,393,21,217.273,0
allenai_OLMo,43,epwalsh,0,6,126,10,2.56,0
allwefantasy_byzer-llm,17,allwefantasy,9,5,140,5,20.408,0
alpa-projects_alpa,308,merrymercy,10,4,160,10,125.866,0
ampproject_amphtml,7999,aghassemi,18,25,809,40,1354.117,0
ampproject_amphtml,2303,cramforce,5,1,13,1,119.749,0
ampproject_amphtml,18698,keithwrightbos,37,8,133,10,651.572,0
ansible-collections_community.general,6338,felixfontein,38,1,79,1,91.396,0
ant-design_ant-design,47307,chenshuai2144,105,26,354,34,32.86,0
ant-design_ant-design,44034,zombiej,99,5,71,9,64.847,0
ant-design_ant-design,43798,zombiej,99,6,219,10,1.93,0
ant-design_ant-design-web3,505,yutingzhao1991,4,2,72,4,3.079,0
antfu_antfu.me,74,antfu,37,7,410,9,151.513,0
antvis_scale,208,pearmini,65,1,23,3,1.709,0
antvis_G6,4953,yanyan-wang,78,2,362,4,38.431,0
anvilistas_anvil-extras,405,meatballs,24,5,180,10,5.317,1
apache_airflow,28300,potiuk,91,1,594,17,722.42,1
apache_eventmesh-site,215,pil0txia,36,2,174,2,89.295,1
apache_incubator-devlake-website,680,abeizn,18,2,50928,175,0.688,1
apache_incubator-hugegraph-doc,258,imbajin,59,4,65,4,53.07,1
apache_maven-build-cache-extension,58,gnodet,15,3,294,10,1682.505,1
apache_flink-cdc,2924,whhe,40,8,654,17,195.811,1
apache_incubator-hugegraph-doc,283,imbajin,62,3,623,5,62.87,0
apache_incubator-hugegraph-doc,261,imbajin,59,6,31,10,73.195,0
apache_dubbo-go-samples,711,chickenlj,40,3,1109,15,65.291,0
apache_eventmesh,4817,pandaapo,54,16,2024,75,326.493,0
apache_incubator-hugegraph,2237,javeme,59,4,27,5,26.063,0
apache_incubator-hugegraph-doc,259,imbajin,59,8,1399,12,48.881,0
apache_incubator-hugegraph-doc,262,imbajin,59,7,548,12,28.782,0
apache_incubator-hugegraph-doc,269,imbajin,59,1,27,1,42.333,0
apache_incubator-hugegraph-doc,330,imbajin,68,3,57,3,523.146,0
apache_incubator-hugegraph-doc,353,javeme,69,4,27,4,140.84,0
apache_mxnet,20061,zha0q1,70,4,130,6,113.675,0
apache_incubator-hugegraph-doc,265,imbajin,59,4,95,6,49.209,0
apecloud_kubeblocks,6474,xuriwuyun,16,33,3897,78,965.025,0
apecloud_kubeblocks,6667,y-rookie,17,8,6400,25,0.484,0
apple_swift-syntax,2334,ahoppen,63,2,81,4,1944.141,1
apple_axlearn,416,markblee,13,1,3271,25,53.23,0
appsmithorg_appsmith,29573,ankitakinger,41,6,1074,79,27.471,0
appunite_Loudius,20,kezc,0,8,243,12,5.527,1
aptos-labs_explorer,444,geekflyer,13,2,312,15,133.304,1
aragon_app,808,fabricevladimir,17,10,1226,19,266.406,1
archlinux_archinstall,802,torxed,44,5,37,5,10.486,0
ardatan_graphql-mesh,6790,ardatan,50,6,289,14,1.024,1
area9innovation_flow9,1285,ahrytsavets,59,2,7,2,23.581,0
argilla-io_distilabel,327,davidberenstein1957,3,7,2127,8,366.404,0
argonne-lcf_user-guides,207,vksastry,23,33,472,33,1.353,0
armbian_build,3282,igorpecovnik,85,6,35550,50,163.195,0
armbian_build,3300,igorpecovnik,85,35,36447,115,157.265,0
armbian_build,4189,igorpecovnik,95,1,28,1,0.926,0
armosec_kubecop,166,amitschendel,4,2,26,5,13.605,1
armosec_kubecop,186,amitschendel,5,7,568,13,96.905,1
armosec_kubecop,182,amitschendel,4,42,1146,90,0.329,1
armosec_kubecop,181,bezbran,4,41,1140,88,0.837,1
armosec_kubecop,187,amitschendel,5,1,13,3,0.24,1
armosec_kubecop,179,amitschendel,4,4,43,9,5.055,1
armosec_kubecop,164,bezbran,4,36,1053,81,20.119,1
armosec_kubecop,151,amitschendel,4,3,97,6,4.437,1
armosec_kubecop,168,amitschendel,4,1,6,2,0.023,1
armosec_kubecop,169,amitschendel,4,1,6,2,0.016,1
armosec_kubecop,171,amitschendel,4,2,8,3,1.93,1
armosec_kubecop,172,amitschendel,4,1,2,1,48.167,1
armosec_kubecop,174,bezbran,4,40,1123,87,0.069,1
armosec_kubecop,180,amitschendel,4,1,12,1,27.348,1
armosec_kubecop,167,amitschendel,4,1,6,2,0.035,1
armosec_kubecop,175,amitschendel,4,1,2,1,0.016,1
armosec_kubecop,177,amitschendel,4,1,228,8,0.108,1
arquivei_foundationkit,284,eric-reis,51,1,12,2,15.779,0
arrow-kt_arrow,3004,serras,72,2,79,9,23.762,1
artsy_force,7977,artsy-peril[bot],83,1,1,1,52.079,0
asyml_forte,499,mylibrar,24,19,1184,42,968.451,0
athina-ai_athina-evals,22,shivsak,3,1,13,2,3,1
athina-ai_athina-evals,19,shivsak,2,2,136,16,0.487,1
autotest_tp-qemu,2294,yongxuehong,77,2,7,2,172.106,0
autotest_tp-qemu,2949,paulyuuu,90,1,2,1,166.976,0
autowarefoundation_autoware.universe,6570,xmfcx,27,65,6272,171,1494.373,1
autowarefoundation_autoware.universe,6649,sakodashintaro,27,21,1101,53,164.006,1
avelino_awesome-go,4929,phanirithvij,107,1,1,1,3731.911,0
avmnu-sng_rspec-tracer,1,avmnu-sng,0,1,9003,120,23.027,1
avmnu-sng_rspec-tracer,63,avmnu-sng,12,1,159,5,592.966,1
avmnu-sng_rspec-tracer,28,avmnu-sng,1,1,582,30,62.222,1
avmnu-sng_rspec-tracer,26,avmnu-sng,1,1,50,4,0.647,1
avocado-framework_avocado-vt,2370,luckyh,54,1,361,4,752.212,0
awesome-chatgpt_awesome-chatgpt,158,edison1105,13,1,1,1,9.662,0
aws-samples_awsome-distributed-training,246,verdimrc,6,2,4,2,96.295,0
bacalhau-project_bacalhau,2778,frrist,21,19,3762,77,289.691,1
badass-courses_course-builder,85,kodiakhq[bot],3,4,436,21,84.277,0
balena-os_meta-balena,3194,flowzone-app[bot],96,1,2,1,607.704,0
ballerine-io_ballerine,2198,blokh,17,2,988,17,0.088,1
ballerine-io_ballerine,2197,blokh,17,2,18,5,0.402,1
ballerine-io_ballerine,2195,matanyadaev,17,1,970,12,0.806,1
ballerine-io_ballerine,2194,liorzam,17,8,227,19,13.796,1
ballerine-io_ballerine,2193,alonp99,17,4,904,54,0.044,1
ballerine-io_ballerine,2192,omri-levy,17,1,10,2,0.156,1
ballerine-io_ballerine,2190,omri-levy,17,1,10,2,0.102,1
ballerine-io_ballerine,2096,omri-levy,16,2,164,6,0.45,1
ballerine-io_ballerine,2186,tomer-shvadron,17,3,894,53,17.992,1
ballerine-io_ballerine,2184,matanyadaev,17,2,352,5,0.666,1
ballerine-io_ballerine,2183,omri-levy,17,2,18,6,0.489,1
ballerine-io_ballerine,2182,liorzam,17,61,32443,856,1.769,1
ballerine-io_ballerine,2181,liorzam,17,3,70,8,2.459,1
ballerine-io_ballerine,2179,omri-levy,17,1,547,5,0.155,1
ballerine-io_ballerine,2178,omri-levy,17,6,1059,64,0.963,1
ballerine-io_ballerine,2188,alonp99,17,1,2,1,0.042,1
ballerine-io_ballerine,2203,alonp99,17,1,341,18,0.873,1
ballerine-io_ballerine,2221,blokh,17,15,3548,77,571.483,1
ballerine-io_ballerine,2205,omri-levy,17,2,51,8,0.082,1
ballerine-io_ballerine,2054,chesterkmr,16,46,16305,520,1015.878,1
ballerine-io_ballerine,2065,matanyadaev,16,30,6061,117,432.654,1
ballerine-io_ballerine,2092,alonp99,16,18,2257,91,2.883,1
ballerine-io_ballerine,2240,liorzam,17,21,1484,95,167.211,1
ballerine-io_ballerine,2237,alonp99,17,3,46,12,69.833,1
ballerine-io_ballerine,2233,liorzam,17,1,5,2,0.833,1
ballerine-io_ballerine,2204,liorzam,17,8,223,15,3.554,1
ballerine-io_ballerine,2222,matanyadaev,17,12,730,90,54.957,1
ballerine-io_ballerine,2220,omri-levy,17,1,27,10,185.653,1
ballerine-io_ballerine,2218,liorzam,17,1,429,40,0.862,1
ballerine-io_ballerine,2217,liorzam,17,1,86,3,0.533,1
ballerine-io_ballerine,2209,omri-levy,17,1,4,2,0.114,1
ballerine-io_ballerine,2207,blokh,17,3,479,41,0.214,1
ballerine-io_ballerine,2095,chesterkmr,16,2,112,17,1.018,1
ballerine-io_ballerine,2175,tomer-shvadron,17,2,8,4,0.695,1
ballerine-io_ballerine,2172,matanyadaev,17,1,6,3,6.051,1
ballerine-io_ballerine,2126,liorzam,16,15,1079,111,0.081,1
ballerine-io_ballerine,2122,alonp99,16,2,165,5,215.921,1
ballerine-io_ballerine,2121,alonp99,16,2,22,4,0.966,1
ballerine-io_ballerine,2120,omri-levy,16,1,4,2,0.206,1
ballerine-io_ballerine,2116,alonp99,16,1,11,1,6.486,1
ballerine-io_ballerine,2115,omri-levy,16,1,66,3,0.078,1
ballerine-io_ballerine,2113,omri-levy,16,1,88,11,0.074,1
ballerine-io_ballerine,2112,alonp99,16,15,1081,112,144.614,1
ballerine-io_ballerine,2111,omri-levy,16,2,117,12,20.317,1
ballerine-io_ballerine,2110,omri-levy,16,3,211,27,1.681,1
ballerine-io_ballerine,2109,omri-levy,16,5,156,15,96.424,1
ballerine-io_ballerine,2107,liorzam,16,2,229,8,0.243,1
ballerine-io_ballerine,2106,liorzam,16,2,58,9,6.191,1
ballerine-io_ballerine,2105,omri-levy,16,5,1617,15,0.787,1
ballerine-io_ballerine,2101,alonp99,16,3,247,7,10.397,1
ballerine-io_ballerine,2098,liorzam,16,2,6,3,0.654,1
ballerine-io_ballerine,2131,alonp99,16,1,20,2,24.177,1
ballerine-io_ballerine,2133,tomer-shvadron,16,2,12,2,155.185,1
ballerine-io_ballerine,2135,omri-levy,16,1,37,2,0.095,1
ballerine-io_ballerine,2171,matanyadaev,17,11,2126,56,90.54,1
ballerine-io_ballerine,2169,chesterkmr,17,3,1498,8,1.529,1
ballerine-io_ballerine,2168,alonp99,17,7,638,61,57.121,1
ballerine-io_ballerine,2167,omri-levy,17,1,4,2,0.934,1
ballerine-io_ballerine,2166,omri-levy,17,4,1632,36,89.929,1
ballerine-io_ballerine,2164,omri-levy,17,1,4,2,0.094,1
ballerine-io_ballerine,2163,alonp99,17,1,2,1,0.062,1
ballerine-io_ballerine,2156,tomer-shvadron,17,1,2,1,0.096,1
ballerine-io_ballerine,2155,alonp99,17,1,7,1,0.673,1
ballerine-io_ballerine,2150,matanyadaev,17,1,38,4,18.367,1
ballerine-io_ballerine,2148,omri-levy,16,2,1224,19,51.453,1
ballerine-io_ballerine,2147,omri-levy,16,3,33,12,52.285,1
ballerine-io_ballerine,2145,omri-levy,16,1,28,5,88.923,1
ballerine-io_ballerine,2142,omri-levy,16,1,231,22,0.108,1
ballerine-io_ballerine,2139,matanyadaev,16,1,4,1,115.478,1
ballerine-io_ballerine,2136,omri-levy,16,3,458,77,128.705,1
ballerine-io_ballerine,2154,omri-levy,17,1,704,2,0.097,1
ballerine-io_ballerine,2149,alonp99,17,3,703,15,48.595,1
ballerine-io_ballerine,2144,tomer-shvadron,16,18,3482,170,122.282,1
beginner-codes_beginner.py-bot,45,zechcodes,20,3,47,3,14.032,0
bigscience-workshop_promptsource,450,craffel,4,1,6,1,1.291,0
bigscience-workshop_promptsource,468,craffel,4,1,6,1,60.9,0
bioconda_bioconda-recipes,45006,mencian,99,4,35,4,253.531,1
bipinkrish_Link-Bypasser-Bot,60,bipinkrish,11,1,31,2,0.151,1
bitcoin-dev-project_sim-ln,130,sr-gi,1,1,14,2,1.468,1
bitcoin-dev-project_sim-ln,167,carlakc,5,1,108,8,182.404,1
bloomberg_pybossa,840,xichenn,71,3,215,5,3.855,0
boostcampwm2023_iOS08-WeTri,28,maramincho,0,5,770,44,1.957,1
boostcampwm2023_web18_Dandi,126,shunny822,0,9,211,11,2.555,0
boostcampwm2023_web01-GitChallenge,101,luizyhub,0,9,407,11,13.668,0
boostcampwm2023_iOS10-OpenList,196,yangdongsuk,1,12,439,28,2.418,0
boostcampwm2023_and06-nibobnebob,112,plashdof,0,7,309,25,1.877,0
bottlerocket-os_bottlerocket,2920,etungsten,47,1,4,1,2.979,0
brafdlog_caspion,541,baruchiro,58,7,613,10,53.609,1
braingeneers_braingeneerspy,61,dailydreaming,58,9,841,15,119.03,1
brave_brave-core,21678,josheleonard,74,1,927,6,17.841,1
brave_brave-core,21673,simoarpe,74,19,1611,110,44.192,1
brave_brave-core,21670,yrliou,74,3,1374,43,375.576,1
brave_brave-core,21644,supermassive,74,4,2068,73,236.83,1
brave_brave-core,21600,mkarolin,74,5,155,20,22.301,1
brave_brave-core,21634,douglashdaniel,74,1,867,15,112.688,1
brave_brave-core,21627,cypt4,74,2,1169,47,266.339,1
brave_brave-core,21618,josheleonard,74,12,787,38,171.178,1
brave_brave-core,21609,onyb,74,6,4312,21,36.15,1
brave_brave-core,21639,djandries,74,4,993,39,621.547,1
brave_brave-core,21574,cypt4,74,5,2307,34,352.085,1
brave_go-sync,194,mschfh,45,1,4,2,2856.018,1
brave_brave-core,21568,tmancey,74,4,616,18,7.071,1
brave_brave-core,21687,bridiver,74,1,91840,164,3.486,1
brave_brave-core,21567,mihaiplesa,74,1,850,18,0.121,1
brave_brave-core,21556,shivankaul,74,2,1649,65,454.738,1
brave_brave-core,21552,sergeyzhukovsky,74,3,442,26,3.03,1
brave_brave-core,21551,boocmp,74,6,675,29,119.041,1
brave_brave-core,21550,supermassive,74,1,1459,23,194,1
brave_brave-core,21549,bsclifton,74,7,2411,170,686.036,1
brave_brave-core,21541,zenparsing,74,1,949,67,7.203,1
brave_brave-core,21526,josheleonard,73,18,2132,69,217.257,1
brave_brave-core,21522,tmancey,73,25,783,173,6.707,1
brave_brave-core,21573,zenparsing,74,1,1350,51,70.96,1
brave_brave-core,21716,zenparsing,74,1,3402,131,305.614,1
brave_brave-core,21905,simoarpe,74,30,1431,84,44.316,1
