,phase,project_gpt,pull_number_gpt,is_gpt_pr,event_gpt,factor_gpt,factor_gpt_norm,duration_gpt,project_no_gpt,pull_number_no_gpt,is_no_gpt_pr,event_no_gpt,factor_no_gpt,factor_no_gpt_norm,duration_no_gpt,jaccard_distance,jaccard_similiarity,manhattan_distance,cosine_distance,cosine_similarity,euclidean_distance
1618,at_waiting_before_change,keyshade-xyz_keyshade,102,GPT PR,gpt assistance,[ 1  1 44  1],[0. 0. 1. 0.],72.333,pytorch_hub,11,Not GPT PR,not gpt assistance,[ 1  1 50  1],[0. 0. 1. 0.],3.285,0.0,1.0,0.0,0.0,1.0,0.0
1619,at_waiting_before_change,keyshade-xyz_keyshade,106,GPT PR,gpt assistance,[ 3  5 66  1],[0.031 0.062 1.    0.   ],144.603,lehner_gpt,27,Not GPT PR,not gpt assistance,[ 5  7 64  3],[0.033 0.066 1.    0.   ],83.318,0.0,1.0,0.006,0.002,0.998,0.004
1620,at_waiting_before_change,keyshade-xyz_keyshade,112,GPT PR,gpt assistance,[  5  29 507   1],[0.008 0.055 1.    0.   ],61.119,woowacourse-teams_2023-shook,255,Not GPT PR,not gpt assistance,[  13  100 1796    1],[0.007 0.055 1.    0.   ],122.626,0.0,1.0,0.001,0.0,1.0,0.001
1621,at_waiting_before_change,keyshade-xyz_keyshade,129,GPT PR,gpt assistance,[    2     9 13472     1],[0.    0.001 1.    0.   ],94.338,WOONGEYA_JJoing-Frontend,6,Not GPT PR,not gpt assistance,[   20    59 37826     3],[0.    0.001 1.    0.   ],170.56,0.0,1.0,0.0,0.0,1.0,0.0
1622,at_waiting_before_change,keyshade-xyz_keyshade,132,GPT PR,gpt assistance,[ 1  1 38  1],[0. 0. 1. 0.],68.474,pytorch_hub,11,Not GPT PR,not gpt assistance,[ 1  1 50  1],[0. 0. 1. 0.],3.285,0.0,1.0,0.0,0.0,1.0,0.0
1623,at_waiting_before_change,keyshade-xyz_keyshade,133,GPT PR,gpt assistance,[ 16  32 258   1],[0.058 0.121 1.    0.   ],204.088,binary-husky_gpt_academic,17,Not GPT PR,not gpt assistance,[ 1  2 18  0],[0.056 0.111 1.    0.   ],9.569,0.0,1.0,0.012,0.0,1.0,0.01
1624,at_waiting_before_change,keyshade-xyz_keyshade,144,GPT PR,gpt assistance,[1 1 2 1],[0. 0. 1. 0.],1.096,pytorch_hub,11,Not GPT PR,not gpt assistance,[ 1  1 50  1],[0. 0. 1. 0.],3.285,0.0,1.0,0.0,0.222,0.778,0.0
1625,at_waiting_before_change,keyshade-xyz_keyshade,153,GPT PR,gpt assistance,[  11  101 1705    2],[0.005 0.058 1.    0.   ],71.528,woowacourse-teams_2023-shook,255,Not GPT PR,not gpt assistance,[  13  100 1796    1],[0.007 0.055 1.    0.   ],122.626,0.0,1.0,0.005,0.0,1.0,0.004
1626,at_waiting_before_change,keyshade-xyz_keyshade,156,GPT PR,gpt assistance,[ 2  3 28  2],[0.    0.038 1.    0.   ],27.841,onlydustxyz_marketplace-frontend,1538,Not GPT PR,not gpt assistance,[  20   84 1795   18],[0.001 0.037 1.    0.   ],119.353,0.333,0.667,0.002,0.005,0.995,0.001
1627,at_waiting_before_change,keyshade-xyz_keyshade,158,GPT PR,gpt assistance,[    4    44 10202     2],[0.    0.004 1.    0.   ],86.896,microsoft_generative-ai-for-beginners,229,Not GPT PR,not gpt assistance,[   6   25 4336    8],[0.    0.004 1.    0.   ],2470.251,0.0,1.0,0.0,0.0,1.0,0.0
1628,at_waiting_before_change,keyshade-xyz_keyshade,163,GPT PR,gpt assistance,[0 0 0 2],[0. 0. 0. 1.],0.607,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1629,at_waiting_before_change,keyshade-xyz_keyshade,165,GPT PR,gpt assistance,[   9   88 3800    3],[0.002 0.022 1.    0.   ],504.691,NVIDIA_TransformerEngine,517,Not GPT PR,not gpt assistance,[  19   51 1694   16],[0.002 0.021 1.    0.   ],1736.758,0.0,1.0,0.001,0.0,1.0,0.001
1630,at_waiting_before_change,keyshade-xyz_keyshade,168,GPT PR,gpt assistance,[0 0 0 2],[0. 0. 0. 1.],0.08,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1631,at_waiting_before_change,keyshade-xyz_keyshade,169,GPT PR,gpt assistance,[0 0 0 2],[0. 0. 0. 1.],0.286,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1632,at_waiting_before_change,keyshade-xyz_keyshade,170,GPT PR,gpt assistance,[1 1 1 2],[0. 0. 0. 1.],48.844,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.244,0.756,0.0
1633,at_waiting_before_change,keyshade-xyz_keyshade,88,GPT PR,gpt assistance,[0 0 0 1],[0. 0. 0. 1.],419.237,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1634,at_waiting_before_change,keyshade-xyz_keyshade,90,GPT PR,gpt assistance,[0 0 0 1],[0. 0. 0. 1.],335.46,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1635,at_waiting_before_change,keyshade-xyz_keyshade,93,GPT PR,gpt assistance,[0 0 0 1],[0. 0. 0. 1.],326.751,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1636,at_waiting_before_change,keyshade-xyz_keyshade,98,GPT PR,gpt assistance,[  5   8 160   1],[0.025 0.044 1.    0.   ],284.286,h2oai_h2o-llmstudio,301,Not GPT PR,not gpt assistance,[  36   61 1292    3],[0.026 0.045 1.    0.   ],186.299,0.0,1.0,0.002,0.0,1.0,0.001
1637,at_waiting_before_change,kirillzyusko_react-native-keyboard-controller,380,GPT PR,gpt assistance,[ 3  7 33 22],[0.    0.133 1.    0.633],28.749,containers_podman,20595,Not GPT PR,not gpt assistance,[  1  11 111  72],[0.    0.091 1.    0.645],574.532,0.0,1.0,0.054,0.007,0.993,0.044
1638,at_waiting_before_change,krahets_hello-algo,1206,GPT PR,gpt assistance,[ 2  2  6 17],[0.    0.    0.267 1.   ],127.502,t2linux_wiki,445,Not GPT PR,not gpt assistance,[ 2  2 12 37],[0.    0.    0.286 1.   ],12.505,0.0,1.0,0.019,0.004,0.996,0.019
1639,at_waiting_before_change,kubaceg_sofar_g3_lsw3_logger_reader,13,GPT PR,gpt assistance,[ 13  40 891  11],[0.002 0.033 1.    0.   ],1288.478,woowacourse-teams_2023-baton,625,Not GPT PR,not gpt assistance,[  11  134 4006    3],[0.002 0.033 1.    0.   ],49.902,0.0,1.0,0.0,0.0,1.0,0.0
1640,at_waiting_before_change,kubernetes_kube-openapi,411,GPT PR,gpt assistance,[  3   8 312  72],[0.    0.016 1.    0.223],441.155,hpcaitech_ColossalAI,1985,Not GPT PR,not gpt assistance,[ 1  1 53 12],[0.    0.    1.    0.212],0.436,0.333,0.667,0.027,0.0,1.0,0.019
1641,at_waiting_before_change,kubescape_github-action,65,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],0.01,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1642,at_waiting_before_change,kubescape_helm-charts,379,GPT PR,gpt assistance,[ 1  1 38 16],[0.    0.    1.    0.405],18.502,krahets_hello-algo,962,Not GPT PR,not gpt assistance,[ 1  1 32 13],[0.    0.    1.    0.387],29.322,0.0,1.0,0.018,0.0,1.0,0.018
1643,at_waiting_before_change,kubescape_helm-charts,381,GPT PR,gpt assistance,[ 1  3 46 16],[0.    0.044 1.    0.333],92.235,snapcore_snapd,10928,Not GPT PR,not gpt assistance,[  6  20 225  78],[0.    0.064 1.    0.329],5003.813,0.0,1.0,0.024,0.0,1.0,0.02
1644,at_waiting_before_change,kubescape_helm-charts,382,GPT PR,gpt assistance,[  2   4 154  16],[0.    0.013 1.    0.092],18.179,PostHog_posthog,20268,Not GPT PR,not gpt assistance,[ 26  30 260  48],[0.    0.017 1.    0.094],194.579,0.0,1.0,0.006,0.01,0.99,0.004
1645,at_waiting_before_change,kubescape_helm-charts,388,GPT PR,gpt assistance,[ 1  1 39 16],[0.    0.    1.    0.395],12.103,krahets_hello-algo,962,Not GPT PR,not gpt assistance,[ 1  1 32 13],[0.    0.    1.    0.387],29.322,0.0,1.0,0.008,0.0,1.0,0.008
1646,at_waiting_before_change,kubescape_helm-charts,391,GPT PR,gpt assistance,[ 1  1  4 17],[0.    0.    0.188 1.   ],113.358,tldr-pages_tldr,10095,Not GPT PR,not gpt assistance,[  2   2  24 112],[0.  0.  0.2 1. ],51.687,0.0,1.0,0.012,0.002,0.998,0.012
1647,at_waiting_before_change,kubescape_helm-charts,392,GPT PR,gpt assistance,[ 2  5 88 17],[0.    0.035 1.    0.174],1.623,CSUSTers_csust-got,206,Not GPT PR,not gpt assistance,[  3   7 188  37],[0.    0.022 1.    0.184],25.419,0.0,1.0,0.023,0.0,1.0,0.016
1648,at_waiting_before_change,kubescape_helm-charts,394,GPT PR,gpt assistance,[ 4  9 44 17],[0.    0.125 1.    0.325],20.554,systemd_zram-generator,25,Not GPT PR,not gpt assistance,[ 2  9 68 22],[0.    0.106 1.    0.303],90.314,0.0,1.0,0.041,0.005,0.995,0.029
1649,at_waiting_before_change,kubescape_helm-charts,398,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],36.299,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1650,at_waiting_before_change,kubescape_helm-charts,399,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],17.853,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1651,at_waiting_before_change,kubescape_helm-charts,401,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],0.214,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1652,at_waiting_before_change,kubescape_helm-charts,402,GPT PR,gpt assistance,[ 3  6 51 17],[0.    0.062 1.    0.292],91.767,SergeyPirogov_webdriver_manager,537,Not GPT PR,not gpt assistance,[ 31  35 194  79],[0.    0.025 1.    0.294],171.538,0.0,1.0,0.039,0.008,0.992,0.037
1653,at_waiting_before_change,kubescape_helm-charts,403,GPT PR,gpt assistance,[  1  10 286  17],[0.    0.032 1.    0.056],8.508,deepset-ai_haystack,4357,Not GPT PR,not gpt assistance,[ 17  27 357  40],[0.    0.029 1.    0.068],840.751,0.0,1.0,0.015,0.003,0.997,0.012
1654,at_waiting_before_change,kubescape_helm-charts,404,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],2.788,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1655,at_waiting_before_change,kubescape_helm-charts,405,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],0.029,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1656,at_waiting_before_change,kubescape_helm-charts,408,GPT PR,gpt assistance,[  6  41 356  18],[0.    0.1   1.    0.034],115.293,Azure-Samples_azure-search-openai-demo,361,Not GPT PR,not gpt assistance,[ 2 11 84  5],[0.    0.11  1.    0.037],1047.314,0.0,1.0,0.013,0.0,1.0,0.01
1657,at_waiting_before_change,kubescape_helm-charts,412,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],20.181,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1658,at_waiting_before_change,kubescape_kubevuln,204,GPT PR,gpt assistance,[ 0  0  0 22],[0. 0. 0. 1.],1.99,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1659,at_waiting_before_change,kubescape_kubevuln,211,GPT PR,gpt assistance,[  2   4 125  23],[0.    0.016 1.    0.171],139.935,yast_yast-storage-ng,1109,Not GPT PR,not gpt assistance,[  3   8 299  55],[0.    0.017 1.    0.176],70.774,0.0,1.0,0.006,0.0,1.0,0.005
1660,at_waiting_before_change,kubescape_kubevuln,213,GPT PR,gpt assistance,[ 1  4 73 23],[0.    0.042 1.    0.306],5.467,empirical-org_Empirical-Core,9439,Not GPT PR,not gpt assistance,[ 11  20 324 111],[0.    0.029 1.    0.319],35.283,0.0,1.0,0.026,0.001,0.999,0.018
1661,at_waiting_before_change,kubescape_kubevuln,215,GPT PR,gpt assistance,[ 0  0  0 23],[0. 0. 0. 1.],0.406,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1662,at_waiting_before_change,kubescape_kubevuln,216,GPT PR,gpt assistance,[ 0  0  0 23],[0. 0. 0. 1.],0.193,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1663,at_waiting_before_change,kubescape_operator,205,GPT PR,gpt assistance,[ 3  3 13 22],[0.    0.    0.526 1.   ],12.16,ceph_ceph-ansible,3072,Not GPT PR,not gpt assistance,[ 1  1 29 53],[0.    0.    0.538 1.   ],0.243,0.0,1.0,0.012,0.01,0.99,0.012
1664,at_waiting_before_change,kubescape_operator,207,GPT PR,gpt assistance,[   6   40 6042   22],[0.    0.006 1.    0.003],139.026,apple_axlearn,416,Not GPT PR,not gpt assistance,[   1   25 3271   14],[0.    0.007 1.    0.004],45.66,0.0,1.0,0.002,0.0,1.0,0.001
1665,at_waiting_before_change,kubescape_operator,211,GPT PR,gpt assistance,[  1   8 808  23],[0.    0.009 1.    0.027],124.039,storaged-project_udisks,693,Not GPT PR,not gpt assistance,[   8   26 1788   55],[0.    0.01  1.    0.026],562.594,0.0,1.0,0.002,0.0,1.0,0.001
1666,at_waiting_before_change,kubescape_operator,212,GPT PR,gpt assistance,[ 3  4 26 23],[0.    0.043 1.    0.87 ],19.616,devitocodes_devito,2130,Not GPT PR,not gpt assistance,[  3   7 110  96],[0.    0.037 1.    0.869],8048.429,0.0,1.0,0.007,0.004,0.996,0.006
1667,at_waiting_before_change,kubescape_operator,214,GPT PR,gpt assistance,[ 0  0  0 23],[0. 0. 0. 1.],164.873,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1668,at_waiting_before_change,kubescape_regolibrary,564,GPT PR,gpt assistance,[ 0  0  0 28],[0. 0. 0. 1.],23.801,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1669,at_waiting_before_change,kubescape_regolibrary,566,GPT PR,gpt assistance,[ 0  0  0 28],[0. 0. 0. 1.],0.798,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1670,at_waiting_before_change,kubescape_regolibrary,568,GPT PR,gpt assistance,[ 1  1 12 28],[0.    0.    0.407 1.   ],0.22,ParabolInc_parabol,7543,Not GPT PR,not gpt assistance,[ 1  2 37 83],[0.    0.012 0.439 1.   ],114.939,0.333,0.667,0.044,0.0,1.0,0.034
1671,at_waiting_before_change,kubescape_regolibrary,569,GPT PR,gpt assistance,[ 0  0  0 28],[0. 0. 0. 1.],0.089,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1672,at_waiting_before_change,kubescape_regolibrary,570,GPT PR,gpt assistance,[  4  20 805  31],[0.    0.02  1.    0.034],1691.311,jumpserver_lina,3564,Not GPT PR,not gpt assistance,[   1   23 1329   44],[0.    0.017 1.    0.032],317.55,0.0,1.0,0.005,0.0,1.0,0.004
1673,at_waiting_before_change,kubescape_regolibrary,571,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],0.11,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1674,at_waiting_before_change,kubescape_regolibrary,572,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],2.082,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1675,at_waiting_before_change,kubescape_regolibrary,573,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],0.693,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1676,at_waiting_before_change,kubescape_regolibrary,574,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],0.091,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1677,at_waiting_before_change,kubescape_regolibrary,575,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],0.097,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1678,at_waiting_before_change,kubescape_regolibrary,576,GPT PR,gpt assistance,[ 2  2 54 29],[0.    0.    1.    0.519],2.359,LAION-AI_Open-Assistant,1781,Not GPT PR,not gpt assistance,[1 1 3 2],[0.  0.  1.  0.5],2.952,0.0,1.0,0.019,0.057,0.943,0.019
1679,at_waiting_before_change,kubescape_regolibrary,578,GPT PR,gpt assistance,[ 0  0  0 30],[0. 0. 0. 1.],1040.223,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1680,at_waiting_before_change,kubescape_regolibrary,579,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],1.067,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1681,at_waiting_before_change,kubescape_regolibrary,580,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],0.254,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1682,at_waiting_before_change,kubescape_regolibrary,581,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],0.255,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1683,at_waiting_before_change,kubescape_regolibrary,582,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],0.112,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1684,at_waiting_before_change,kubescape_regolibrary,584,GPT PR,gpt assistance,[ 0  0  0 30],[0. 0. 0. 1.],173.811,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1685,at_waiting_before_change,kubescape_regolibrary,585,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],27.08,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1686,at_waiting_before_change,kubescape_regolibrary,586,GPT PR,gpt assistance,[  2   7 536  29],[0.    0.009 1.    0.051],1.035,MinamiChiwa_Trainers-Legend-G,167,Not GPT PR,not gpt assistance,[  1   2 522  24],[0.    0.002 1.    0.044],2.358,0.0,1.0,0.014,0.0,1.0,0.01
1687,at_waiting_before_change,kubescape_regolibrary,587,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],0.884,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1688,at_waiting_before_change,kubescape_regolibrary,588,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],0.816,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1689,at_waiting_before_change,kubescape_regolibrary,590,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],0.103,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1690,at_waiting_before_change,kubescape_regolibrary,591,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],3.604,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1691,at_waiting_before_change,kubescape_regolibrary,592,GPT PR,gpt assistance,[   7   14 2325   29],[0.    0.003 1.    0.009],3.336,fractl-io_fractl,1127,Not GPT PR,not gpt assistance,[   9   15 3092   36],[0.    0.002 1.    0.009],24.702,0.0,1.0,0.001,0.0,1.0,0.001
1692,at_waiting_before_change,kubescape_regolibrary,593,GPT PR,gpt assistance,[ 0  0  0 29],[0. 0. 0. 1.],1.333,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1693,at_waiting_before_change,kubescape_regolibrary,594,GPT PR,gpt assistance,[ 1  1  8 30],[0.    0.    0.241 1.   ],3.509,apache_incubator-hugegraph,2237,Not GPT PR,not gpt assistance,[ 3  3 16 59],[0.    0.    0.232 1.   ],26.043,0.0,1.0,0.009,0.0,1.0,0.009
1694,at_waiting_before_change,kubescape_regolibrary,595,GPT PR,gpt assistance,[ 0  0  0 30],[0. 0. 0. 1.],0.084,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1695,at_waiting_before_change,kubescape_regolibrary,596,GPT PR,gpt assistance,[ 1  2  9 30],[0.    0.034 0.276 1.   ],1.649,Azure_azure-sdk-tools,7973,Not GPT PR,not gpt assistance,[ 1  3 16 61],[0.    0.033 0.25  1.   ],15.61,0.0,1.0,0.027,0.001,0.999,0.026
1696,at_waiting_before_change,kubescape_regolibrary,597,GPT PR,gpt assistance,[ 0  0  0 30],[0. 0. 0. 1.],0.099,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1697,at_waiting_before_change,kubescape_regolibrary,598,GPT PR,gpt assistance,[ 1  2  4 30],[0.    0.034 0.103 1.   ],1.69,huggingface_transformers,1288,Not GPT PR,not gpt assistance,[ 1  1  2 11],[0.  0.  0.1 1. ],313.96,0.333,0.667,0.037,0.003,0.997,0.034
1698,at_waiting_before_change,kubescape_regolibrary,599,GPT PR,gpt assistance,[ 0  0  0 30],[0. 0. 0. 1.],19.438,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1699,at_waiting_before_change,kubescape_regolibrary,600,GPT PR,gpt assistance,[ 1  2  8 30],[0.    0.034 0.241 1.   ],66.767,Azure_azure-sdk-tools,7973,Not GPT PR,not gpt assistance,[ 1  3 16 61],[0.    0.033 0.25  1.   ],15.61,0.0,1.0,0.01,0.0,1.0,0.009
1700,at_waiting_before_change,kubescape_regolibrary,601,GPT PR,gpt assistance,[ 0  0  0 30],[0. 0. 0. 1.],0.226,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1701,at_waiting_before_change,kubescape_regolibrary,602,GPT PR,gpt assistance,[ 1  3 10 30],[0.    0.069 0.31  1.   ],5.102,stanford-crfm_ecosystem-graphs,156,Not GPT PR,not gpt assistance,[ 1  3  8 24],[0.    0.087 0.304 1.   ],190.047,0.0,1.0,0.024,0.0,1.0,0.019
1702,at_waiting_before_change,kubescape_regolibrary,603,GPT PR,gpt assistance,[ 0  0  0 30],[0. 0. 0. 1.],0.186,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1703,at_waiting_before_change,kubescape_regolibrary,604,GPT PR,gpt assistance,[ 0  0  0 30],[0. 0. 0. 1.],0.895,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1704,at_waiting_before_change,kubescape_regolibrary,605,GPT PR,gpt assistance,[  4   5 196  30],[0.    0.005 1.    0.135],28.01,antfu_antfu.me,74,Not GPT PR,not gpt assistance,[  6   8 250  38],[0.    0.008 1.    0.131],143.511,0.0,1.0,0.007,0.0,1.0,0.005
1705,at_waiting_before_change,kubescape_regolibrary,606,GPT PR,gpt assistance,[ 0  0  0 30],[0. 0. 0. 1.],0.271,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1706,at_waiting_before_change,kubescape_regolibrary,608,GPT PR,gpt assistance,[ 0  0  0 30],[0. 0. 0. 1.],0.194,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
