owner_login,name,number,is_gpt
BYVoid,OpenCC,841,0
BerriAI,litellm,768,0
Book-Study-For-Developer,Modern-React-Deep-Dive,48,0
BuilderIO,partytown,499,0
CDCgov,phdi,1165,0
CFPAOrg,Minecraft-Mod-Language-Package,3099,0
CFPAOrg,Minecraft-Mod-Language-Package,3937,0
CHNZYX,Auto_Simulated_Universe,64,0
CMHopeSunshine,LittlePaimon,389,0
CORE-GATECH-GROUP,serpent-tools,403,0
CORE-GATECH-GROUP,serpent-tools,405,0
CSUSTers,csust-got,175,0
CSUSTers,csust-got,206,0
Calcium-Ion,new-api,173,0
Calcium-Ion,new-api,197,0
Calcium-Ion,new-api,198,0
Charcoal-SE,SmokeDetector,8514,0
Checkmarx,ast-vscode-extension,613,0
Checkmarx,ast-vscode-extension,765,0
Checkmarx,ast-vscode-extension,770,0
Checkmarx,ast-vscode-extension,771,0
Checkmarx,ast-vscode-extension,773,0
Checkmarx,ast-vscode-extension,779,0
Checkmarx,ast-vscode-extension,781,0
Checkmarx,ast-vscode-extension,783,0
Checkmarx,ast-vscode-extension,787,0
Checkmarx,ast-vscode-extension,804,0
ChibiOS,ChibiOS-Contrib,344,0
ChibiOS,ChibiOS-Contrib,393,0
Cisco-Talos,clamav,941,0
ClusterLabs,crmsh,798,0
Codecademy,docs,1829,0
CodethinkLabs,mt3620-m4-samples,17,0
CodingTrain,thecodingtrain.com,516,0
Codium-ai,pr-agent,435,0
CyberAgentGameEntertainment,AirSticker,10,0
DAGWorks-Inc,burr,50,0
DGtal-team,DGtal,1416,0
DIYgod,RSSHub,10242,0
DIYgod,RSSHub,11276,0
DIYgod,RSSHub,11713,0
DIYgod,RSSHub,11798,0
DIYgod,RSSHub,11967,0
DIYgod,RSSHub,12113,0
DIYgod,RSSHub,12168,0
DIYgod,RSSHub,12249,0
DIYgod,RSSHub,12346,0
DIYgod,RSSHub,12361,0
DIYgod,RSSHub,12434,0
DIYgod,RSSHub,12681,0
DIYgod,RSSHub,12798,0
DIYgod,RSSHub,13083,0
DIYgod,RSSHub,13109,0
DIYgod,RSSHub,13354,0
DIYgod,RSSHub,13522,0
DIYgod,RSSHub,13614,0
DIYgod,RSSHub,13874,0
DIYgod,RSSHub,13908,0
DIYgod,RSSHub,14013,0
DIYgod,RSSHub,14063,0
DIYgod,RSSHub,14162,0
DIYgod,RSSHub,14224,0
DIYgod,RSSHub,14272,0
DIYgod,RSSHub,14424,0
DIYgod,RSSHub,14635,0
DIYgod,RSSHub,14651,0
DIYgod,RSSHub,14713,0
DIYgod,RSSHub,14818,0
DIYgod,RSSHub,14884,0
DIYgod,RSSHub,14929,0
DIYgod,RSSHub,15097,0
DIYgod,RSSHub,15170,0
DIYgod,RSSHub,15189,0
DIYgod,RSSHub,15209,0
DIYgod,RSSHub,15233,0
Dataherald,dataherald,247,0
Dataherald,dataherald,252,0
Dataherald,dataherald,90,0
DragonOS-Community,DragonOS,465,0
DragonOS-Community,DragonOS,493,0
DragonOS-Community,DragonOS,673,0
Drakkar-Software,OctoBot,2300,0
EDDI-RobotAcademy,KHGPM-Frontend,129,0
Econify,ad.js,122,0
Econify,ad.js,72,0
EleutherAI,lm-evaluation-harness,612,0
EleutherAI,lm-evaluation-harness,902,0
Evil0ctal,Douyin_TikTok_Download_API,275,0
ExploreASL,ExploreASL,1475,0
ExtensityAI,symbolicai,14,0
FRONTENDSCHOOL5,final-15-Tripillow,291,0
FlagOpen,FlagPerf,239,0
FloatTech,ZeroBot-Plugin,672,0
FuchsiaOS,FuchsiaOS-docs-zh_CN,54,0
GameSphere-MultiPlayer,GameSphere,665,0
GeneralTask,task-manager,2904,0
GhostPangPang,GhostPong,196,0
GhostPangPang,GhostPong,217,0
GhostPangPang,GhostPong,245,0
GhostPangPang,GhostPong,249,0
GoogleChrome,lighthouse,14353,0
GoogleCloudPlatform,compute-image-import,30,0
HIllya51,LunaTranslator,433,0
HIllya51,LunaTranslator,585,0
Homebrew,legacy-homebrew,22037,0
HomebrewNLP,HomebrewNLP,9,0
HqWu-HITCS,Awesome-Chinese-LLM,13,0
IDEA-CCNL,Fengshenbang-LM,4,0
IDEA-Research,Grounded-Segment-Anything,118,0
IINemo,lm-polygraph,102,0
INCATools,ontology-access-kit,705,0
Ikaros-521,AI-Vtuber,1,0
Indipage,SERVER,4,0
IntelligenzaArtificiale,Free-Auto-GPT,84,0
JMRI,JMRI,8467,0
JohnSnowLabs,langtest,650,0
JohnSnowLabs,langtest,738,0
JohnSnowLabs,spark-nlp,6559,0
Juniper,healthbot-rules,55,0
Juniper,py-junos-eznc,883,0
Kotlin-Polytech,KotlinAsFirst2016,99,0
LAION-AI,Open-Assistant,1781,0
LAION-AI,Open-Assistant,4,0
LiLittleCat,awesome-free-chatgpt,383,0
LibreELEC,LibreELEC.tv,7393,0
LibreELEC,LibreELEC.tv,7394,0
Lightning-AI,litgpt,778,0
Lightning-AI,pytorch-lightning,17597,0
Lightning-AI,pytorch-lightning,17627,0
Lightning-AI,pytorch-lightning,18004,0
Lightning-AI,pytorch-lightning,18194,0
Lightning-AI,pytorch-lightning,18317,0
Lightning-AI,pytorch-lightning,18721,0
Lightning-AI,pytorch-lightning,18819,0
Lightning-AI,pytorch-lightning,19027,0
Lightning-AI,pytorch-lightning,19196,0
Lightning-AI,pytorch-lightning,19520,0
Lightning-AI,pytorch-lightning,19556,0
Lightning-AI,pytorch-lightning,9634,0
Lightning-Universe,lightning-bolts,118,0
Lightning-Universe,lightning-bolts,141,0
Lightning-Universe,lightning-bolts,164,0
Lightning-Universe,lightning-bolts,501,0
Lightning-Universe,lightning-bolts,580,0
Lightning-Universe,lightning-bolts,601,0
Lightning-Universe,lightning-bolts,621,0
Lightning-Universe,lightning-bolts,669,0
Lightning-Universe,lightning-bolts,674,0
Lightning-Universe,lightning-bolts,676,0
Linux4Yourself,book,538,0
LiteLoaderQQNT,Plugin-List,50,0
LoneGazebo,Community-Patch-DLL,10385,0
MYONGSIK,Android,107,0
MacPaw,OpenAI,196,0
MacPaw,OpenAI,78,0
MajkiIT,polish-ads-filter,14798,0
MakeFrog,TechTalk,49,0
MichaIng,DietPi-Docs,371,0
MicrosoftDocs,azure-docs,112671,0
MicrosoftDocs,azure-docs,32129,0
MicrosoftDocs,microsoft-365-community,822,0
MinamiChiwa,Trainers-Legend-G,167,0
Moonlark-Dev,XDbot2,427,0
NVIDIA,Megatron-LM,706,0
NVIDIA,NeMo,3092,0
NVIDIA,NeMo,4532,0
NVIDIA,NeMo,5685,0
NVIDIA,NeMo,6049,0
NVIDIA,NeMo,6141,0
NVIDIA,NeMo,7485,0
NVIDIA,NeMo,7792,0
NVIDIA,NeMo,8088,0
NVIDIA,NeMo,8641,0
NVIDIA,NeMo,8755,0
NVIDIA,NeMo,8946,0
NVIDIA,NeMo,8953,0
NVIDIA,NeMo-Aligner,91,0
NVIDIA,TensorRT-LLM,1455,0
NVIDIA,TransformerEngine,517,0
NVIDIA,apex,1380,0
NVIDIA,apex,1651,0
NanoAdblockerLab,NanoContrib,110,0
NanoAdblockerLab,NanoContrib,115,0
NanoAdblockerLab,NanoContrib,12,0
NanoAdblockerLab,NanoContrib,126,0
NanoAdblockerLab,NanoContrib,18,0
NanoAdblockerLab,NanoContrib,22,0
NanoAdblockerLab,NanoContrib,30,0
NanoAdblockerLab,NanoContrib,36,0
NanoAdblockerLab,NanoContrib,37,0
NanoAdblockerLab,NanoContrib,49,0
NanoAdblockerLab,NanoContrib,51,0
NanoAdblockerLab,NanoContrib,67,0
NanoAdblockerLab,NanoContrib,8,0
NanoAdblockerLab,NanoContrib,83,0
NanoAdblockerLab,NanoContrib,84,0
NanoAdblockerLab,NanoContrib,88,0
NascentCore,3k,3,0
NascentCore,3k,353,0
NixOS,nixpkgs,102979,0
NixOS,nixpkgs,102980,0
NixOS,nixpkgs,121429,0
NixOS,nixpkgs,148186,0
NixOS,nixpkgs,150491,0
NixOS,nixpkgs,189767,0
NixOS,nixpkgs,193589,0
NixOS,nixpkgs,201859,0
NixOS,nixpkgs,203433,0
NixOS,nixpkgs,254790,0
NixOS,nixpkgs,286206,0
NixOS,nixpkgs,289709,0
NixOS,nixpkgs,291418,0
NixOS,nixpkgs,296494,0
NixOS,nixpkgs,298416,0
NixOS,nixpkgs,300499,0
NixOS,nixpkgs,302287,0
NixOS,nixpkgs,303584,0
NixOS,nixpkgs,304926,0
NixOS,nixpkgs,307610,0
NixOS,nixpkgs,35666,0
Nv7-GitHub,googlesearch,45,0
OI-wiki,OI-wiki,4943,0
OSInside,kiwi,1380,0
OSInside,kiwi,47,0
OkGoDoIt,OpenAI-API-dotnet,56,0
OmniSpective,OmniBridge,24,0
OneKeyHQ,app-monorepo,4102,0
Oneflow-Inc,libai,11,0
Oneflow-Inc,libai,18,0
Oneflow-Inc,libai,267,0
Oneflow-Inc,libai,269,0
Oneflow-Inc,libai,343,0
Oneflow-Inc,libai,417,0
Oneflow-Inc,libai,68,0
Oneflow-Inc,libai,83,0
Oneflow-Inc,models,177,0
Oneflow-Inc,oneflow,4500,0
Oneflow-Inc,oneflow,4666,0
Oneflow-Inc,oneflow,4753,0
Oneflow-Inc,oneflow,4806,0
Oneflow-Inc,oneflow,5281,0
Oneflow-Inc,oneflow,5410,0
Oneflow-Inc,oneflow,6149,0
Oneflow-Inc,oneflow,6286,0
Oneflow-Inc,oneflow,6415,0
Oneflow-Inc,oneflow,6778,0
OpenAtomFoundation,pika,1586,0
OpenAtomFoundation,pikiwidb,221,0
OpenAtomFoundation,pikiwidb,42,0
OpenDevin,OpenDevin,481,0
OpenMindClub,awesome-chatgpt,33,0
PaddlePaddle,ERNIE-SDK,116,0
PaddlePaddle,Paddle,33771,0
PaddlePaddle,Paddle,38114,0
PaddlePaddle,Paddle,47764,0
PaddlePaddle,Paddle,48112,0
PaddlePaddle,Paddle,48650,0
PaddlePaddle,Paddle,50082,0
PaddlePaddle,Paddle,50137,0
PaddlePaddle,Paddle,51426,0
PaddlePaddle,Paddle,54727,0
PaddlePaddle,Paddle,56519,0
PaddlePaddle,Paddle,56798,0
PaddlePaddle,Paddle,57084,0
PaddlePaddle,Paddle,57446,0
PaddlePaddle,Paddle,58346,0
PaddlePaddle,Paddle,59179,0
PaddlePaddle,PaddleFleetX,1056,0
PaddlePaddle,PaddleNLP,1306,0
PaddlePaddle,PaddleNLP,1974,0
PaddlePaddle,PaddleNLP,1981,0
PaddlePaddle,PaddleNLP,2001,0
PaddlePaddle,PaddleNLP,2108,0
PaddlePaddle,PaddleNLP,2144,0
PaddlePaddle,PaddleNLP,2521,0
PaddlePaddle,PaddleNLP,2641,0
PaddlePaddle,PaddleNLP,2917,0
PaddlePaddle,PaddleNLP,3018,0
PaddlePaddle,PaddleNLP,304,0
PaddlePaddle,PaddleNLP,3106,0
PaddlePaddle,PaddleNLP,3260,0
PaddlePaddle,PaddleNLP,3261,0
PaddlePaddle,PaddleNLP,3962,0
PaddlePaddle,PaddleNLP,4091,0
PaddlePaddle,PaddleNLP,4141,0
PaddlePaddle,PaddleNLP,4194,0
PaddlePaddle,PaddleNLP,4247,0
PaddlePaddle,PaddleNLP,4306,0
PaddlePaddle,PaddleNLP,4311,0
PaddlePaddle,PaddleNLP,4565,0
PaddlePaddle,PaddleNLP,4566,0
PaddlePaddle,PaddleNLP,4567,0
PaddlePaddle,PaddleNLP,4568,0
PaddlePaddle,PaddleNLP,4570,0
PaddlePaddle,PaddleNLP,4575,0
PaddlePaddle,PaddleNLP,4577,0
PaddlePaddle,PaddleNLP,459,0
PaddlePaddle,PaddleNLP,4603,0
PaddlePaddle,PaddleNLP,4910,0
PaddlePaddle,PaddleNLP,496,0
PaddlePaddle,PaddleNLP,5156,0
PaddlePaddle,PaddleNLP,5186,0
PaddlePaddle,PaddleNLP,5216,0
PaddlePaddle,PaddleNLP,5535,0
PaddlePaddle,PaddleNLP,5538,0
PaddlePaddle,PaddleNLP,5539,0
PaddlePaddle,PaddleNLP,5545,0
PaddlePaddle,PaddleNLP,5618,0
PaddlePaddle,PaddleNLP,5623,0
PaddlePaddle,PaddleNLP,569,0
PaddlePaddle,PaddleNLP,5760,0
PaddlePaddle,PaddleNLP,6601,0
PaddlePaddle,PaddleNLP,663,0
PaddlePaddle,PaddleNLP,6635,0
PaddlePaddle,PaddleNLP,6660,0
PaddlePaddle,PaddleNLP,6885,0
PaddlePaddle,PaddleNLP,7056,0
PaddlePaddle,PaddleNLP,7115,0
PaddlePaddle,PaddleNLP,7186,0
PaddlePaddle,PaddleNLP,7224,0
PaddlePaddle,PaddleNLP,7478,0
PaddlePaddle,PaddleNLP,7576,0
PaddlePaddle,PaddleNLP,7613,0
PaddlePaddle,PaddleNLP,816,0
PaddlePaddle,PaddleNLP,872,0
PaddlePaddle,benchmark,1160,0
ParabolInc,parabol,7543,0
Perfare,Zygisk-Il2CppDumper,169,0
PostHog,posthog,20268,0
PostHog,posthog.com,7086,0
Pseudo-Lab,labmlai_annotated_deeplearning_paper_implementation,12,0
Pseudo-Lab,labmlai_annotated_deeplearning_paper_implementation,4,0
Pythagora-io,gpt-pilot,463,0
QiuSimons,openwrt-mos,163,0
QubesOS,qubes-doc,572,0
QubesOS,qubes-doc,881,0
Quyzi,gpt,16,0
QwikDev,qwik,3585,0
RIOT-OS,RIOT,13717,0
RIOT-OS,RIOT,19495,0
RealKai42,qwerty-learner,475,0
RealKai42,qwerty-learner,545,0
RealKai42,qwerty-learner,769,0
RedrockMobile,CyxbsMobile_iOS,183,0
RobertCNelson,boot-scripts,41,0
Runnect,Runnect-Android,275,0
SSWConsulting,SSW.Rewards.Mobile,625,0
SalesforceCommerceCloud,pwa-kit,1700,0
Samsung,TizenRT,3324,0
SeisoLLC,goat,101,0
SeongukBaek,algoStudy,58,0
SerbiaStrong-220,space-station-14,64,0
SerenityOS,serenity,18833,0
SerenityOS,serenity,760,0
SergeyPirogov,webdriver_manager,537,0
ShipBit,wingman-ai,123,0
Shopify,cli,1904,0
Significant-Gravitas,Auto-GPT-Plugins,88,0
SillyTavern,SillyTavern,347,0
Skyrat-SS13,Skyrat-tg,20958,0
SocialAI-tianji,Tianji,29,0
SocialSisterYi,CxKitty,87,0
StaticMania,keep-react,11,0
Stendhalsynd,baekjoon-algorithm-study,50,0
Survive-XJTLU-CS,SurviveXJTLUManual,20,0
Sweet196,Compiler,20,0
TNG,please-cli,21,0
Team-Shaka,Briefing-Backend,98,0
TeamHavit,Havit-Android,877,0
TencentBlueKing,blueking-paas,346,0
TencentBlueKing,blueking-paas,566,0
TencentBlueKing,blueking-paas,609,0
TheExplainthis,AI-Products-All-In-One,3,0
TheExplainthis,AI-Products-All-In-One,9,0
ThilinaRajapakse,simpletransformers,516,0
Together-Java,TJ-Bot,865,0
Tomas-M,linux-live,84,0
V4Fire,Client,1095,0
V4Fire,Client,1130,0
V4Fire,Client,1158,0
V4Fire,Client,1193,0
V4Fire,Client,896,0
V4Fire,Client,900,0
VFrontDe-Org,ESXi-Customizer-PS,50,0
WOONGEYA,JJoing-Frontend,6,0
Waterball-Software-Academy,WSA-Utopia-Discord-Bot,150,0
WeOps-Lab,OpsPilot,10,0
WeOps-Lab,OpsPilot,20,0
WeOps-Lab,OpsPilot,21,0
WeOps-Lab,OpsPilot,30,0
WeOps-Lab,OpsPilot,8,0
Wikia,ad-engine,1214,0
Wikia,ad-engine,1747,0
Wikia,ad-engine,1755,0
Wikia,ad-engine,1910,0
Wikia,ad-engine,2160,0
Wikia,ad-engine,2170,0
Wikia,ad-engine,2202,0
Wikia,ad-engine,2224,0
Wikia,ad-engine,245,0
Wikia,ad-engine,428,0
Wikia,app,10018,0
Wikia,app,10283,0
Wikia,app,12958,0
Wikia,app,13989,0
Wikia,app,14324,0
Wikia,app,14376,0
Wikia,app,15180,0
Wikia,app,15287,0
Wikia,app,16466,0
Wikia,app,17786,0
Wikia,app,3236,0
Wikia,app,3435,0
Wikia,app,3519,0
Wikia,app,3582,0
Wikia,app,5017,0
Wikia,app,5018,0
Wikia,app,524,0
Wikia,app,5316,0
Wikia,app,5441,0
Wikia,app,5771,0
Wikia,app,6285,0
Wikia,app,6523,0
Wikia,app,6786,0
Wikia,app,767,0
Wikia,app,8454,0
Wikia,app,859,0
Wikia,selenium-tests,309,0
Wikia,selenium-tests,590,0
Wikia,selenium-tests,693,0
Wikia,selenium-tests,983,0
Wizleap-Inc,wiz-ui,490,0
XTLS,Xray-docs-next,482,0
YAPP-Github,onboard-aos,1,0
YAPP-Github,onboard-server,79,0
YatSenOS,YatSenOS-Tutorial-Volume-2,5,0
ZLMediaKit,ZLToolKit,227,0
adventurerscodex,adventurerscodex,2193,0
akash-network,node,1506,0
alexrudall,ruby-openai,234,0
allegro,allms,21,0
allenai,OLMo,43,0
alleyinteractive,ad-layers,4,0
alleyinteractive,ad-layers,63,0
allwefantasy,byzer-llm,17,0
alpa-projects,alpa,308,0
ampproject,amphtml,18698,0
ampproject,amphtml,2303,0
ampproject,amphtml,7999,0
andsens,bootstrap-vz,256,0
ansible-collections,community.general,6338,0
ant-design,ant-design,43798,0
ant-design,ant-design,44034,0
ant-design,ant-design,47307,0
ant-design,ant-design-web3,505,0
antfu,antfu.me,74,0
antvis,G6,4953,0
antvis,scale,208,0
apache,dubbo-go,2643,0
apache,dubbo-go-samples,711,0
apache,dubbo-kubernetes,176,0
apache,eventmesh,4817,0
apache,incubator-hugegraph,2237,0
apache,incubator-hugegraph-doc,259,0
apache,incubator-hugegraph-doc,261,0
apache,incubator-hugegraph-doc,262,0
apache,incubator-hugegraph-doc,265,0
apache,incubator-hugegraph-doc,269,0
apache,incubator-hugegraph-doc,283,0
apache,incubator-hugegraph-doc,330,0
apache,incubator-hugegraph-doc,353,0
apache,kyuubi,4544,0
apache,mxnet,20061,0
apecloud,kubeblocks,6474,0
apecloud,kubeblocks,6642,0
apecloud,kubeblocks,6667,0
apple,axlearn,416,0
appsmithorg,appsmith,29573,0
archlinux,arch-boxes,107,0
archlinux,archinstall,802,0
area9innovation,flow9,1285,0
argilla-io,distilabel,327,0
argonne-lcf,user-guides,207,0
armbian,build,3282,0
armbian,build,3300,0
armbian,build,4189,0
arquivei,foundationkit,284,0
artsy,force,7977,0
asyml,forte,499,0
autotest,tp-qemu,2294,0
autotest,tp-qemu,2949,0
avelino,awesome-go,4929,0
avocado-framework,avocado-vt,2071,0
avocado-framework,avocado-vt,2370,0
awesome-chatgpt,awesome-chatgpt,158,0
aws-samples,awsome-distributed-training,246,0
awsdocs,amazon-ec2-user-guide,1,0
badass-courses,course-builder,85,0
balena-os,balena-beaglebone,583,0
balena-os,meta-balena,3194,0
beginner-codes,beginner.py-bot,45,0
bgwebagency,who-wants-to-be-a-javascriptaire,42,0
bigscience-workshop,Megatron-DeepSpeed,271,0
bigscience-workshop,lm-evaluation-harness,153,0
bigscience-workshop,promptsource,450,0
bigscience-workshop,promptsource,468,0
biliup,biliup,762,0
billw2,rpi-clone,147,0
binary-husky,gpt_academic,17,0
bloomberg,pybossa,840,0
boostcampwm2023,and06-nibobnebob,112,0
boostcampwm2023,iOS10-OpenList,196,0
boostcampwm2023,web01-GitChallenge,101,0
boostcampwm2023,web18_Dandi,126,0
bottlerocket-os,bottlerocket,2920,0
braze-inc,braze-docs,5102,0
calamares,calamares,840,0
canonical,cloud-init,479,0
canonical,cloud-init,655,0
canonical,lxd-pkg-snap,145,0
ceph,ceph,22709,0
ceph,ceph-ansible,3072,0
channel-io,bezier-react,1418,0
chatchat-space,Langchain-Chatchat,3184,0
chroma-core,chroma,206,0
cilium,cilium,28993,0
cirros-dev,cirros,82,0
cloud-native-taiwan,Infra-Labs-Docs,43,0
cnpm,cnpmcore,615,0
cockpit-project,bots,5891,0
cocos,cocos-engine,16685,0
codante-io,rinha-frontend,12,0
code-kern-ai,bricks,375,0
codespell-project,codespell,3222,0
codinasion,program,1332,0
codinasion,program,2053,0
combinatrix-ai,ask.sh,1,0
conan-io,conan-center-index,17809,0
conan-io,conan-center-index,20508,0
consenlabs,token-profile,7088,0
containers,podman,20595,0
continuedev,continue,1039,0
coolsnowwolf,lede,2783,0
coop182,jquery.dfp.js,134,0
coreos,bootupd,203,0
coreos,fedora-coreos-config,1888,0
coreos,fedora-coreos-config,2986,0
coreos,fedora-coreos-docs,336,0
coreos,ignition-dracut,191,0
coveo,ui-kit,3073,0
coveo,ui-kit,3674,0
cozy,cozy-drive,3100,0
crowdsecurity,crowdsec,2950,0
czerwonk,junos_exporter,126,0
dai-motoki,zoltraak,98,0
darktable-org,darktable,1783,0
dart-lang,language,3176,0
dataelement,bisheng,121,0
dataelement,bisheng,478,0
datawhalechina,learn-nlp-with-transformers,33,0
datawhalechina,llm-cookbook,136,0
datawhalechina,llm-universe,85,0
dbeaver,idea-workspace-dbeaver,8,0
deepjavalibrary,djl-serving,1659,0
deepjavalibrary,djl-serving,1725,0
deepset-ai,haystack,4357,0
deepset-ai,haystack,6212,0
deepset-ai,haystack,6214,0
determined-ai,determined,6200,0
devitocodes,devito,2130,0
devitocodes,devito,2131,0
devitocodes,devito,2135,0
devitocodes,devito,2143,0
devitocodes,devito,547,0
devitocodes,devito,837,0
devitocodes,devito,904,0
digital-asset,daml,3294,0
digiteinfotech,kairon,1160,0
digiteinfotech,kairon,218,0
diskfs,go-diskfs,11,0
dlt-hub,dlt,1184,0
docker-library,official-images,15006,0
docker-library,official-images,1926,0
docker-library,official-images,2132,0
docker-library,official-images,3479,0
dortania,OpenCore-Post-Install,36,0
dotnet,ai-samples,26,0
dqbd,tiktoken,51,0
drisspg,transformer_nuggets,31,0
dsccommunity,StorageDsc,60,0
duckduckgo,content-blocking-whitelist,70,0
duckduckgo,privacy-configuration,1057,0
duckduckgo,privacy-configuration,1281,0
duckduckgo,privacy-configuration,1376,0
duckduckgo,privacy-configuration,1405,0
duckduckgo,privacy-configuration,1594,0
duckduckgo,privacy-configuration,1741,0
duckduckgo,privacy-configuration,1745,0
duckduckgo,privacy-configuration,588,0
duckduckgo,privacy-configuration,918,0
dust-tt,dust,2533,0
dylanaraps,community,1242,0
eEIi0A5L,adblock_filter,11,0
eEIi0A5L,adblock_filter,17,0
easylist,easylist,12180,0
easylist,easylist,12693,0
easylist,easylist,14845,0
easylist,easylist,5924,0
easylist,easylist,7539,0
effective-tech-interview,effective-tech-interview-be,15,0
effective-tech-interview,effective-tech-interview-be,2,0
eggjs,egg,5296,0
embox,embox,2383,0
embox,embox,2384,0
empirical-org,Empirical-Core,9439,0
encarsia,gpt,17,0
endlessm,eos-boot-helper,29,0
endlessm,eos-boot-helper,59,0
enmerk4r,GHPT,12,0
envoyproxy,envoy,13669,0
eon01,awesome-chatgpt,44,0
erda-project,erda-ui,4004,0
explosion,spacy-llm,80,0
facebookresearch,ParlAI,2069,0
facebookresearch,ParlAI,4542,0
facebookresearch,multimodal,504,0
father-bot,chatgpt_telegram_bot,404,0
filipecalegario,awesome-generative-ai,125,0
fluxcd,website,1573,0
flyingSaucer87,los-pollos-hermanos,78,0
forcedotcom,salesforcedx-vscode,5253,0
forcedotcom,salesforcedx-vscode,5331,0
fractl-io,fractl,1127,0
freeCodeCamp,chinese,1160,0
fscarmen2,Argo-Nezha-Service-Container,25,0
ftrias,TeensyThreads,21,0
fullstack-development,blockchain-wiki,44,0
fw876,helloworld,1350,0
fwupd,fwupd,1573,0
fwupd,fwupd,1777,0
fwupd,fwupd,5178,0
fwupd,fwupd,571,0
fwupd,fwupd,584,0
gemini-hlsw,ocs,633,0
gentoo,gentoo,10626,0
gentoo,gentoo,10645,0
gentoo,gentoo,10741,0
gentoo,gentoo,11713,0
gentoo,gentoo,11847,0
gentoo,gentoo,11883,0
gentoo,gentoo,11884,0
gentoo,gentoo,11885,0
gentoo,gentoo,11932,0
gentoo,gentoo,12051,0
gentoo,gentoo,12161,0
gentoo,gentoo,12179,0
gentoo,gentoo,12184,0
gentoo,gentoo,12490,0
gentoo,gentoo,12555,0
gentoo,gentoo,12612,0
gentoo,gentoo,12613,0
gentoo,gentoo,12617,0
gentoo,gentoo,12850,0
gentoo,gentoo,12861,0
gentoo,gentoo,20384,0
gentoo,gentoo,34024,0
gentoo,gentoo,9645,0
getsentry,sentry,61152,0
getsolus,os-installer,6,0
ggerganov,ggml,359,0
ggerganov,ggml,40,0
ggerganov,ggml,62,0
ggerganov,llama.cpp,1100,0
ggerganov,llama.cpp,1944,0
ggerganov,llama.cpp,2005,0
ggerganov,llama.cpp,652,0
git-challenge-design-system,design-system,26,0
github-linguist,linguist,3744,0
github-linguist,linguist,6373,0
gokrazy,tools,44,0
gonum,plot,505,0
goodjoblife,GoodJobShare,1204,0
gpt-engineer-org,gpt-engineer,1125,0
gpt-engineer-org,gpt-engineer,465,0
gpt-engineer-org,gpt-engineer,473,0
gpt-engineer-org,gpt-engineer,512,0
gpt-engineer-org,gpt-engineer,937,0
gptlint,gptlint,3,0
gretelai,gretel-blueprints,297,0
grml,grml-debootstrap,259,0
guardian,frontend,21282,0
guardian,frontend,7765,0
h2oai,h2o-llmstudio,301,0
haiku,website,263,0
halo-dev,docs,276,0
harttle,md-padding,25,0
hashicorp,dev-portal,2155,0
hashicorp,dev-portal,2205,0
he0119,nonebot-plugin-wordcloud,132,0
home-assistant,operating-system,1548,0
hpcaitech,ColossalAI,1985,0
hpcaitech,ColossalAI,2028,0
hpcaitech,ColossalAI,4836,0
hpcaitech,ColossalAI-Documentation,136,0
hq450,fancyss_history_package,45,0
huggingface,blog,71,0
huggingface,candle,1847,0
huggingface,dataset-viewer,1026,0
huggingface,dataset-viewer,1048,0
huggingface,dataset-viewer,1088,0
huggingface,dataset-viewer,1200,0
huggingface,dataset-viewer,1289,0
huggingface,dataset-viewer,1321,0
huggingface,dataset-viewer,1412,0
huggingface,dataset-viewer,1534,0
huggingface,dataset-viewer,651,0
huggingface,dataset-viewer,871,0
huggingface,dataset-viewer,985,0
huggingface,dataset-viewer,986,0
huggingface,huggingface_hub,1692,0
huggingface,huggingface_hub,39,0
huggingface,optimum,1180,0
huggingface,peft,1135,0
huggingface,peft,1217,0
huggingface,peft,815,0
huggingface,transformers,1288,0
huggingface,transformers,1853,0
huggingface,transformers,20474,0
huggingface,transformers,22209,0
huggingface,transformers,28802,0
hummingbot,hummingbot,6130,0
iDvel,rime-ice,496,0
imvanda,Tree_This_Folder,22,0
intel,confidential-cloud-native-primitives,180,0
intel,neural-compressor,1017,0
intel,xFasterTransformer,41,0
ipxe,ipxe,612,0
isMrFan,dk-plus-ui,112,0
isucon,isucon11-final,212,0
isucon,isucon11-final,356,0
isucon,isucon11-final,380,0
isucon,isucon11-final,423,0
isucon,isucon11-final,58,0
isucon,isucon11-final,97,0
jaanauati,react-dfp,200,0
jaanauati,react-dfp,29,0
jht3820,luna-pipe,1521,0
jht3820,luna-pipe,1525,0
jht3820,luna-pipe,1533,0
jht3820,luna-pipe,1611,0
jigintern,intern-dev-tutorial,28,0
jmxx219,CS-Study,165,0
joshiemoore,snakeware,94,0
jumpserver,jumpserver,12207,0
jumpserver,jumpserver,12287,0
jumpserver,lina,3564,0
jupyterlab,jupyter-ai,340,0
k2-fsa,icefall,1099,0
kaixindelele,ChatPaper,81,0
karthink,gptel,7,0
kellyjonbrazil,jc,528,0
keptn,lifecycle-toolkit,2412,0
keras-team,keras-io,57,0
kiss-community,community,106,0
kono-dada,Sakuranotoki-Chinese,40,0
kosukesaigusa,mottai-flutter-app,69,0
kosukesaigusa,mottai-flutter-app,89,0
krahets,hello-algo,962,0
kubernetes,minikube,9225,0
kufu,product-design,126,0
lablab-ai,archived-tutorials,43,0
lablab-ai,community-content,17,0
labring,laf,1523,0
langchain-ai,langchain,6887,0
langchain-ai,langchain,8891,0
langchain-ai,langchainjs,1679,0
